#	Vector					Fitness 
00	0011101100001001110		1.05556 
01	0010001111001001000		1.27778 
02	1100111111110000000		1.57778 
03	1101011101111010110		1.03333 
04	0001110110110100000		1.16667 
05	1000011001101000010		1.06667 
06	1100001100000010110		1.06667 
07	1100001000010000001		1.07778 
08	1100000101100111001		0.844444 
09	0100010010011000101		0.855556 
10	0100111100101011110		0.833333 
11	1101001001100000001		1.27778 
12	1110001101010111110		0.933333 
13	0111110101011011111		0.922222 
14	0001011100001001000		1.17778 
15	1011010111000001000		1.58889 
16	1000010100010000010		1.07778 
17	1101001010100011000		1.16667 
18	0101101010100000011		1.16667 
19	0010110111000011100		1.26667 
20	1011011101101010010		1.25556 
21	1101101110011101010		1.14444 
22	0010101011011011001		0.944444 
23	0100000101001000100		1.07778 
24	0101011111000000000		1.7 
25	1010010101100000100		1.27778 
26	0000011100101001100		0.855556 
27	1001011100011000000		1.27778 
28	1001110101100001101		1.15556 
29	0110001101100100010		1.16667 
30	0011100000011101100		0.744444 
31	1101000110101011101		0.833333 
